model_a,mean,std,lower,upper
gpt-3.5-turbo-0613,4.067086940287711,4.087847167582952,-6.56879276194794,6.837380204599085
qwen1.5-14b-chat,1.0571499574089365,4.684214888431359,-7.368020680390911,7.370219338427436
starling-lm-7b-beta,-0.9700402607342414,4.8857778387088935,-8.052581102210716,7.830074904584378
claude-2.1,1.8949230822276935,3.895600379398558,-6.482173622322341,6.411138040903698
yi-34b-chat,-12.404029935720034,5.429929360960396,-9.160012882464924,8.767637408142908
gemini-pro,-29.74005676630859,8.427095165125131,-13.482927670756045,14.40188265818832
mixtral-8x7b-instruct-v0.1,0.0,0.0,0.0,0.0
gpt-3.5-turbo-0125,1.1096695001119377,3.1068182944095137,-5.053080431289871,5.384543982744487
claude-instant-1,-3.687627199487053,5.27294926683671,-8.74813134128486,8.722250223095012
wizardlm-70b,-31.200708485683304,7.742417903956796,-12.192779286369355,12.889040923957719
gpt-3.5-turbo-0314,8.539264701938023,11.738847860087196,-20.61154209026951,18.35138380465021
dbrx-instruct-preview,1.9514826349951744,3.7658199548336815,-6.369127318769775,6.201842769604029
phi-3-small-8k-instruct,2.7654890654191546,5.079748266851541,-8.14802823439292,8.56237699283609
tulu-2-dpo-70b,-4.6655191121155415,8.2962710041055,-13.9181202810431,14.320118412437628
snowflake-arctic-instruct,-22.729373739638977,3.8090614854465654,-6.1197848070402685,6.218222342370797
openchat-3.5-0106,-12.63977192966394,5.362646825028682,-8.480561792046402,8.718586238566534
llama-2-70b-chat,-24.628664367079697,3.6320588219421714,-5.78897306421387,6.02319106247646
vicuna-33b,-27.358117601909782,4.852337865321317,-8.205219959825609,7.808244472828832
starling-lm-7b-alpha,-17.449775262506584,6.377275835611857,-10.551619945996837,10.762548370696148
gemma-1.1-7b-it,-12.600576778039922,4.363294870508746,-7.148382690090615,7.241921013911256
nous-hermes-2-mixtral-8x7b-dpo,-35.16483185864716,9.558025948460886,-15.538357099542662,15.844802520261446
llama2-70b-steerlm-chat,-35.21039663489463,11.72401432147229,-20.041583943967417,19.93364169748412
openchat-3.5,-13.721319911004873,7.63271254184347,-12.687964466475336,12.08158557369432
deepseek-llm-67b-chat,-14.472563107973151,9.351240566446897,-15.532320783930174,15.263152540675861
openhermes-2.5-mistral-7b,-9.522645564392496,9.030256275792825,-14.828840591629753,15.082407402065792
qwen1.5-7b-chat,-10.095390519220294,8.472093582093782,-13.74234312436663,12.937451430815846
pplx-70b-online,-48.887942823849606,8.142723987799192,-13.695583545266977,13.396338418665003
mistral-7b-instruct-v0.2,-6.101156347704948,4.618310577885258,-7.366766062778302,7.911792971235271
gpt-3.5-turbo-1106,19.534101463241377,5.451808423862136,-9.277744839673623,8.995505650613639
phi-3-mini-4k-instruct,8.106424164231703,4.395991231381184,-7.132529716140686,7.100433064372873
llama-2-13b-chat,-18.59201557124556,5.217324302354688,-8.650213226992452,9.03991134413289
solar-10.7b-instruct-v1.0,-9.456985147701495,10.226893281737057,-16.653338460324743,16.966087691881
dolphin-2.2.1-mistral-7b,-14.580750195642777,15.985794004713073,-26.583435779086926,27.257058235254966
wizardlm-13b,-49.04002267469231,8.780573757346984,-14.262411967950108,15.036532752056146
zephyr-7b-beta,-29.09507249847589,6.9129809418037516,-11.511185842510322,11.916150962109402
phi-3-mini-128k-instruct,-15.269137829592468,4.618389967174797,-7.434531688636265,7.60601211012049
vicuna-13b,-23.19688656375569,5.609853695588578,-8.941363758216553,9.180927459844831
mpt-30b-chat,-2.1060358324404906,15.154318292642444,-24.98374525676321,25.08490084668454
codellama-34b-instruct,-19.37463069077232,8.198325596488814,-13.231059142815402,14.538029568808618
zephyr-7b-alpha,-26.74129942192442,17.38639201177951,-28.49116843963777,28.177556262817998
codellama-70b-instruct,2.7072814214307255,17.94765377031028,-28.616700659661593,29.902746801607982
pplx-7b-online,-27.653858167781063,8.879092066950834,-14.356645506193004,14.737147004399976
gemma-7b-it,3.781878582103125,6.9431399409067,-11.35848798373439,11.821885856089203
llama-2-7b-chat,-31.856673960249292,5.836173713370417,-9.223703041391222,9.81034028179268
qwen-14b-chat,-16.41722425199817,10.104521855804235,-16.810892618585335,16.277194971309527
falcon-180b-chat,-38.0302946518415,20.032514553683367,-31.7270089173169,32.24858369000742
guanaco-33b,-35.251664705204654,14.137455623012787,-22.97097734250482,23.57399419216994
gemma-1.1-2b-it,-15.198180051196578,6.157306005690154,-10.565340415930024,10.237833746384355
stripedhyena-nous-7b,-26.44971363526139,9.149172339414513,-14.2747421459983,14.531620871797045
olmo-7b-instruct,-25.748254836835645,8.13953363250336,-13.193031730441783,12.480215537673875
mistral-7b-instruct,-10.402854073498007,7.311303900352771,-12.58842206974493,11.59942838188987
palm-2,-11.627431828075952,8.71451773793266,-13.908790328464308,14.372570330886532
vicuna-7b,-19.7592538866323,9.414725884197807,-15.27385571757964,15.550770214682458
qwen1.5-4b-chat,-21.331187119533944,7.133408833420317,-11.47402394593166,11.787657387717339
gemma-2b-it,-11.629118023959949,8.876788674979482,-14.910228335882838,14.839713920917342
koala-13b,-42.535925110097516,10.068069672576984,-16.357350548826336,16.77527354677224
chatglm3-6b,-6.932277322108497,10.431376753363168,-17.020948640170907,17.237196842272542
gpt4all-13b-snoozy,-5.767930574580644,17.257342750694423,-28.52660881593595,28.17546628396466
chatglm2-6b,-18.922784438739495,14.454114830338735,-23.147199989510632,25.10509113457646
mpt-7b-chat,-36.43036699685212,11.923378106577095,-18.459562793807358,20.642259880083266
RWKV-4-Raven-14B,-35.67704099430641,11.361205358921689,-18.214145233165766,18.216702895844897
alpaca-13b,-88.19505019659589,10.807234058764074,-17.684492314038096,17.971059965596154
oasst-pythia-12b,-18.202185536242656,10.498899626889667,-16.448098761931274,18.064994453625946
chatglm-6b,9.221812296702783,11.766796023942744,-19.400825021610178,19.027507575150683
fastchat-t5-3b,-66.48872947668114,11.806198083831282,-19.011277547173798,18.624326779417146
stablelm-tuned-alpha-7b,-16.90889392286182,14.018257641333804,-22.64291798519329,23.832687914796253
dolly-v2-12b,-26.98243503105639,14.166071730502333,-22.337169999905846,23.1749294500735
llama-13b,-78.56076474993702,17.123654203429133,-27.760508671862645,28.66042655660293
